filename	off0	off1	code	span	semantic_rel
es-S0365-66912007000300011-1	638	655	427944007	asimetría frontal	EXACT
es-S0365-66912007000300011-1	1044	1092	299718000	asimetría hemisférica a favor del lado izquierdo	NARROW
es-S0365-66912007000300011-1	2391	2429	251508002	asimetría interhemisférica del trazado	NARROW
es-S0004-06142009000500011-1	2145	2157	84387000	asintomática	EXACT
es-S0210-48062004000400007-1	221	233	84387000	asintomática	EXACT
es-S0211-69952011000400013-1	662	674	84387000	asintomática	EXACT
es-S0211-69952015000100013-1	3873	3885	84387000	asintomática	EXACT
es-S0212-71992006000600008-1	1679	1691	84387000	asintomática	EXACT
es-S0212-71992006000800007-1	1840	1852	84387000	asintomática	EXACT
es-S0212-71992006000800007-1	2150	2162	84387000	asintomática	EXACT
es-S0376-78922014000200011-1	2645	2657	84387000	asintomática	EXACT
es-S0378-48352004000900006-1	2741	2753	84387000	asintomática	EXACT
es-S1130-01082009001000011-1	1920	1932	84387000	asintomática	EXACT
es-S1130-01082009001000013-1	2085	2097	84387000	asintomática	EXACT
es-S1130-05582003000600004-3	1158	1170	84387000	asintomática	EXACT
es-S0004-06142009000200013-1	1590	1602	84387000	asintomática	EXACT
es-S0004-06142008000400010-1	2962	2974	84387000	asintomático	EXACT
es-S0004-06142008000600014-1	2353	2365	84387000	asintomático	EXACT
es-S0004-06142009000100013-1	2067	2079	84387000	asintomático	EXACT
es-S0004-06142009000300014-1	1250	1262	84387000	asintomático	EXACT
es-S0210-48062005000300016-2	3262	3274	84387000	asintomático	EXACT
es-S0210-48062006000200017-1	2787	2799	84387000	asintomático	EXACT
es-S0210-48062005001000013-1	3974	3986	84387000	asintomático	EXACT
es-S0210-48062006000900014-1	4854	4866	84387000	asintomático	EXACT
es-S0004-06142009000900011-1	1708	1720	84387000	asintomático	EXACT
es-S0210-48062004000400012-1	3376	3388	84387000	asintomático	EXACT
es-S0210-48062006000300015-1	2352	2364	84387000	asintomático	EXACT
es-S0210-48062007000400013-1	1821	1833	84387000	asintomático	EXACT
es-S0210-48062009000200018-1	3741	3753	84387000	asintomático	EXACT
es-S0210-56912008000100008-4	1331	1343	84387000	asintomático	EXACT
es-S0210-56912008000400007-2	736	748	84387000	asintomático	EXACT
es-S0211-69952015000200015-1	2449	2461	84387000	asintomático	EXACT
es-S0212-71992000001200010-1	279	291	84387000	asintomático	EXACT
es-S0212-71992004000600005-1	721	733	84387000	asintomático	EXACT
es-S0212-71992004000600005-1	4064	4076	84387000	asintomático	EXACT
es-S0212-71992004001100007-1	2815	2827	84387000	asintomático	EXACT
es-S0212-71992005001200010-1	2747	2759	84387000	asintomático	EXACT
es-S0212-71992006000100006-1	2843	2855	84387000	asintomático	EXACT
es-S0212-71992006000200006-1	1257	1269	84387000	asintomático	EXACT
es-S0378-48352006000300008-1	1267	1279	84387000	asintomático	EXACT
es-S0465-546X2008000200010-1	1738	1750	84387000	asintomático	EXACT
es-S0465-546X2011000300007-1	170	182	84387000	asintomático	EXACT
es-S0465-546X2011000300007-1	1620	1632	84387000	asintomático	EXACT
es-S1130-01082005001000014-1	3556	3568	84387000	asintomático	EXACT
es-S1130-01082008000100010-1	1990	2002	84387000	asintomático	EXACT
es-S1130-01082008000100010-1	2415	2427	84387000	asintomático	EXACT
es-S1130-01082008000500014-1	2114	2126	84387000	asintomático	EXACT
es-S1130-01082009000500012-1	604	616	84387000	asintomático	EXACT
es-S1130-01082008001000010-1	3058	3070	84387000	asintomático	EXACT
es-S1130-01082008000100010-1	3047	3059	84387000	asintomático	EXACT
es-S0004-06142008000300015-1	1189	1201	84387000	asintomático	EXACT
es-S0213-12852016000500002-1	317	329	84387000	asintomático	EXACT
es-S0212-16112007000800012-1	1290	1351	165831001+166583007+442082004	ASLO, proteína C reactiva y a-1 antitripsina sérica, normales	COMPOSITE
es-S0365-66912011000700004-1	1549	1568	442523003	aspecto cicatricial	EXACT
es-S0210-48062004000500008-1	524	531	13791008	astenia	EXACT
es-S0210-48062007000100011-1	224	231	13791008	astenia	EXACT
es-S0210-56912007000900007-1	860	867	13791008	astenia	EXACT
es-S0210-48062007000400013-1	427	434	13791008	astenia	EXACT
es-S0210-48062009000200018-1	841	848	13791008	astenia	EXACT
es-S0210-48062009000600018-1	2194	2201	13791008	astenia	EXACT
es-S0211-69952010000400013-1	80	87	13791008	astenia	EXACT
es-S0212-16112004000400007-1	620	627	13791008	astenia	EXACT
es-S0212-16112007000800011-1	2249	2256	13791008	astenia	EXACT
es-S0212-16112010000600022-1	1391	1398	13791008	astenia	EXACT
es-S0212-71992004000600005-1	375	382	13791008	astenia	EXACT
es-S0212-71992004000800009-1	135	142	13791008	astenia	EXACT
es-S0212-71992005000700008-1	157	164	13791008	astenia	EXACT
es-S0212-71992006000800007-1	439	446	13791008	astenia	EXACT
es-S0212-71992006000800008-1	144	151	13791008	astenia	EXACT
es-S0212-71992007000300005-1	960	967	13791008	astenia	EXACT
es-S0365-66912005001100008-1	459	466	13791008	astenia	EXACT
es-S0365-66912006000700011-1	702	709	13791008	astenia	EXACT
es-S0365-66912011000600006-1	725	732	13791008	astenia	EXACT
es-S0378-48352006000500005-1	200	207	13791008	astenia	EXACT
es-S0465-546X2014000300010-1	784	791	13791008	astenia	EXACT
es-S1130-01082005001000014-1	63	70	13791008	astenia	EXACT
es-S1130-01082006000700014-1	1113	1120	13791008	astenia	EXACT
es-S1130-01082006000700014-1	148	155	13791008	astenia	EXACT
es-S1130-01082010000600013-1	260	267	13791008	astenia	EXACT
es-S0210-48062003000800013-1	430	437	13791008	astenia	EXACT
es-S0378-48352006000900006-1	304	311	13791008	Astenia	EXACT
es-S0004-06142009000100010-2	655	671	13791008	astenia moderada	EXACT
es-S0212-71992007000300007-1	734	760	250067008	ataxia truncal invalidante	EXACT
es-S0212-71992006000700008-1	475	518	61448007	atelectasia basal derecha en la Rx de tórax	NARROW
es-S0212-71992006000700008-1	1913	1937	61448007+301001009	atelectasia/neumonía LDI	COMPOSITE
es-S0212-16112012000400060-1	530	539	1162387003	atracones	EXACT
es-S0212-16112012000400060-1	348	367	1162387003	atracones de comida	EXACT
es-S0211-69952009000500014-1	429	463	75581001	atrofia de vellosidades en duodeno	NARROW
es-S0210-48062007001000016-1	905	971	473423001+473422006	audiometría hipoacusia profunda del oído derecho y cofosis de oído	COMPOSITE
es-S0210-48062007000100011-1	1901	1934	432352001+432352001	aumento de CK y de la fracción MB	COMPOSITE
es-S1130-05582008000200006-1	1180	1249	707218004	aumento de densidad ósea a nivel mandibular en región parasinfisiaria	NARROW
es-S0210-48062007001000004-4	1989	2011	396700001	aumento de la beta-HCG	EXACT
es-S1130-01082011000500014-1	1388	1411	125353008	aumento de la citolisis	EXACT
es-S0210-56912009000600008-1	457	494	271823003	aumento de la frecuencia respiratoria	EXACT
es-S1130-01082007000400016-1	1159	1176	396697000	aumento de la LDH	EXACT
es-S0365-66912007001200012-1	1311	1339	707724006	aumento de las transaminasas	EXACT
es-S0365-66912006000200012-1	916	964	246556002	aumento de líquido perineural en la vaina del NO	NARROW
es-S0004-06142009000700011-1	253	285	276331001	aumento de tamaño de hemiescroto	NARROW
es-S0004-06142008000700014-1	573	607	300882009	aumento de tamaño de los genitales	EXACT
es-S0004-06142008000400010-1	782	820	733303000	aumento de tamaño del hueso esfenoides	NARROW
es-S0376-78922014000200011-1	418	466	32819004	aumento de tamaño en la cara posterior del muslo	NARROW
es-S0211-69952012000200030-1	1703	1731	166712009+166717003	aumento de urea y creatinina	COMPOSITE
es-S0213-12852016000500002-1	284	315	323351000119108	aumento de volumen en mandíbula	NARROW
es-S1130-05582003000600004-3	293	336	267041004	aumento de volumen en región infraorbitaria	NARROW
es-S1130-05582003000600004-1	2045	2068	298354005	aumento de volumen óseo	EXACT
es-S1130-05582003000600004-3	2990	3013	298354005	aumento de volumen óseo	EXACT
es-S1130-05582003000600004-1	152	185	108571000119102	aumento de volumen parasinfisario	NARROW
es-S0376-78922013000300013-1	2932	2964	10679431000119109	aumento de volumen paravertebral	NARROW
es-S0213-12852016000500002-1	446	518	108571000119102	aumento de volumen por vestibular que compromete el cuerpo y la sínfisis	NARROW
es-S0365-66912005001200010-1	988	1032	246920008	aumento del diámetro del globo ocular del OD	EXACT
es-S0365-66912007000300011-1	2482	2504	276654001	aumento del hemicuerpo	NARROW
es-S0004-06142007000900013-1	114	137	276331001	aumento del hemiescroto	EXACT
es-S0210-56912006000800008-1	405	423	80515008	aumento del hígado	EXACT
es-S1130-01082007000600012-1	322	353	300401007	aumento del perímetro abdominal	NARROW
es-S1130-01082011000500014-1	1220	1251	300401007	aumento del perímetro abdominal	NARROW
es-S0210-56912007000900007-3	657	701	3855007	aumento del tamaño de la cabeza del páncreas	NARROW
es-S0210-48062005000100016-1	3493	3537	249607009	aumento del tamaño de la glándula prostática	EXACT
es-S0004-06142009000100009-1	143	177	276331001	aumento del tamaño del hemiescroto	EXACT
es-S0212-71992006000600008-1	821	869	441888001	aumento discreto de los reactantes de fase aguda	EXACT
es-S0212-16112004000400007-1	723	766	52747002	aumento importante del débito de la fístula	EXACT
es-S0210-48062007001000004-4	251	281	276412008	aumento indoloro del testículo	EXACT
es-S0365-66912004001100011-1	2235	2264	396697000	aumento leve de LDH en sangre	EXACT
es-S0212-16112011000600041-2	235	276	300401007	aumento paulatino del perímetro abdominal	NARROW
es-S0365-66912006000700011-1	989	1024	166717003	aumento progresivo de la creatinina	EXACT
es-S0211-69952015000300011-1	2441	2476	707724006	aumento progresivo de transaminasas	EXACT
es-S0210-48062009000200018-1	1167	1216	301708006	Ausculatación pulmonar sin alteraciones aparentes	EXACT
es-S0212-71992005000700008-1	903	935	64730000	auscultación cardíaca es rítmica	EXACT
es-S0212-71992006000100006-1	1181	1213	64730000	auscultación cardíaca es rítmica	EXACT
es-S0212-71992006000600008-1	511	547	64730000	auscultación cardiaca estaba rítmica	EXACT
es-S0212-71992006000700009-1	913	942	64730000	Auscultación cardiaca rítmica	EXACT
es-S1130-01082007000600012-1	640	681	301132007+48348007	Auscultación cardiaca y pulmonar normales	COMPOSITE
es-S0212-71992006000800007-1	674	717	301132007+48348007	auscultación cardio-respiratoria era normal	COMPOSITE
es-S0212-16112012000300028-1	527	565	301132007+48348007	auscultación cardiopulmonar era normal	COMPOSITE
es-S0211-69952011000400013-1	796	834	301132007+48348007	auscultación cardiopulmonar era normal	COMPOSITE
es-S0004-06142007000900014-1	445	482	301132007+48348007	auscultación cardiopulmonar es normal	COMPOSITE
es-S0210-56912006000800008-1	441	484	301132007+48348007	auscultación cardiorrespiratoria era normal	COMPOSITE
es-S1130-05582007000600006-1	572	593	118241009	auscultación negativa	NARROW
es-S0212-71992006000700009-1	965	993	48348007	Auscultación pulmonar normal	EXACT
es-S0365-66912006000400010-1	312	329	253208007	ausencia de cejas	EXACT
es-S0365-66912006000200012-1	1580	1631	88772000	ausencia de conducción del estímulo visual en el NO	NARROW
es-S0365-66912011001000004-1	142	169	366073001	ausencia de fijación en ojo	NARROW
es-S1130-05582004000400006-1	50	88	298000004	ausencia de pelo en el cuero cabelludo	EXACT
es-S0212-71992007000300006-1	2084	2109	22114000	ausencia de peristaltismo	EXACT
es-S0376-78922014000300013-1	544	600	301165004+301166003	ausencia de pulsos periféricos distales radial y cubital	COMPOSITE
es-S0210-48062009000900015-3	1250	1291	366291000	ausencia total de flujos al 100% del pene	NARROW
es-S1130-01082008001000010-1	651	918	165878000+NO_CODE	autoanticuerpos (ANA, AMA, AMA-2, ANCA, LKM1, SMA, SLA y F-actina) y serologías para virus y bacterias (VHA, VHB, VHC, HIV, CMV, VEB, VVZ, VHS, virus de la parotidis, parvovirus B19, Brucella, Borrelia, Coxiella, Leishmania, Rickettsias y Toxoplasma) fueron negativos	COMPOSITE
es-S0365-66912007001000009-1	1573	1598	260295004	AV de movimiento de manos	EXACT
es-S0004-06142010000500014-1	1737	1751	83514008	bacilo Gram(+)	EXACT
es-S0004-06142010000500014-1	1189	1204	83514008	bacilos Gram(+)	EXACT
es-S0465-546X2009000300008-1	1901	1973	473426009	BACTEC MGIT 960 se confirma el crecimiento de Mycobacterium tuberculosis	NARROW
es-S0212-16112012000600045-1	2403	2414	61373006	bacteriuria	EXACT
es-S0365-66912012000200004-1	1425	1438	422065006	baja estatura	EXACT
es-S0365-66912011001000003-2	84	95	246635007	baja visión	EXACT
es-S0212-16112012000400060-1	2560	2631	249578005+300357002	bajo coeficiente de atenuación que se identifican en páncreas y riñones	COMPOSITE
es-S0210-56912010000400009-1	503	528	443371007	bajo nivel de consciencia	EXACT
es-S0212-16112007000800011-1	3897	3924	251858002	balances hídricos negativos	EXACT
es-S0004-06142009000700011-1	552	614	33809001+166558007	beta-HCG y alfafetoproteína dentro de los rangos de referencia	COMPOSITE
es-S0004-06142009000800010-1	2227	2245	166611006	bilirrubina normal	EXACT
es-S0465-546X2008000200010-1	1761	1802	166612004	bilirrubina persistía ligeramente elevada	EXACT
es-S0212-71992006000600008-1	875	915	166662009	biomarcadores cardiacos fueron negativos	EXACT
es-S0365-66912007001100010-1	442	492	112081000119108+164730004	biomicroscopía anterior y tonometría eran normales	COMPOSITE
es-S0365-66912003000600010-1	2093	2137	112081000119108	biomicroscopia de cámara anterior era normal	NARROW
es-S0365-66912010000300005-1	517	541	112081000119108	biomicroscopía es normal	NARROW
es-S0376-78922012000100001-1	1380	1447	6660000	biopsia de la pieza de reducción una hiperplasia ductal con atipias	EXACT
es-S0213-12852016000500002-1	1203	1266	365855009	biopsia inicial se hizo aspirado produciendo un líquido citrino	NARROW
es-S1130-01082007000600012-1	1025	1073	166315009	bioquímica con parámetros estrictamente normales	EXACT
es-S0365-66912006000100009-1	862	879	166315009	bioquímica normal	EXACT
es-S0004-06142009000100013-1	943	960	166315009	Bioquímica normal	EXACT
es-S0212-71992007000600008-1	1242	1259	166315009	Bioquímica normal	EXACT
es-S0004-06142009000100010-2	829	862	166315009+165562007	bioquímica y coagulación normales	COMPOSITE
es-S0212-71992007000300005-1	1615	1666	166315009	bioquímica, los iones y transaminasas eran normales	EXACT
es-S0365-66912009001100006-1	1541	1556	384675002	bloqueo angular	EXACT
es-S0004-06142008000600013-1	196	248	76917005	bocio multinodular con presencia de un nódulo sólido	EXACT
es-S0365-66912004000600009-2	727	765	299810004	botón corneal se mantiene transparente	EXACT
es-S0212-71992007000300006-1	521	533	48867003	bradicárdico	EXACT
es-S0212-16112004000400007-1	2546	2558	285243004	bradipsiquia	EXACT
es-S0378-48352004000200007-1	108	120	285243004	bradipsiquia	EXACT
es-S1130-01082009000400014-1	576	588	285243004	bradipsiquia	EXACT
es-S0210-56912007000900007-6	351	363	285243004	bradipsiquia	EXACT
es-S0211-69952015000200015-1	473	486	285243004	bradipsíquico	EXACT
es-S0212-71992007000300005-1	2723	2773	165142008	broncoscopia en la que no se encontraron anomalías	EXACT
es-S0212-71992006000100006-1	852	872	135815002	Buen aspecto general	EXACT
es-S0365-66912004000600008-1	140	162	170577003	buen control tensional	EXACT
es-S0210-48062009000300013-6	1110	1129	135815002	buen estado general	EXACT
es-S0212-16112010000600022-1	5182	5201	135815002	buen estado general	EXACT
es-S0212-71992005001200010-1	2672	2691	135815002	buen estado general	EXACT
es-S0212-71992006000800007-1	574	593	135815002	buen estado general	EXACT
es-S0212-71992007000300005-1	1210	1229	135815002	buen estado general	EXACT
es-S0376-78922014000100013-1	2466	2485	135815002	buen estado general	EXACT
es-S0004-06142007000900014-1	269	288	135815002	buen estado general	EXACT
es-S0004-06142009000500009-1	2669	2688	135815002	buen estado general	EXACT
es-S0004-06142009000500011-1	1299	1318	135815002	buen estado general	EXACT
es-S0213-12852016000500002-1	5629	5646	118953000	buen llenado óseo	NARROW
es-S0211-69952011000400013-1	975	1010	125113004	buena diferenciación corticomedular	NARROW
es-S0365-66912011000900005-1	1192	1230	251738006	buena fijación y seguimiento de la luz	NARROW
es-S0376-78922012000300005-1	357	377	284260004	buena fuerza prensil	NARROW
es-S0210-48062009000600017-1	1859	1878	81141003	buena función renal	EXACT
es-S0210-48062004000400012-1	3173	3202	81141003	buena función renal bilateral	EXACT
es-S0213-12852016000500002-1	414	435	278683009	buena oclusión dental	EXACT
es-S0365-66912011000800006-1	1738	1774	301936006	buena profundidad de cámara anterior	EXACT
es-S0212-16112012000400060-1	3641	3664	135815002	buena situación clínica	EXACT
es-S0378-48352006000900006-1	2502	2525	135815002	buena situación clínica	EXACT
es-S0212-16112004000400007-1	4809	4844	135815002+166315009	buena situación clínica y analítica	COMPOSITE
es-S0210-48062009000900015-1	1908	1936	135815002	buenas condiciones generales	EXACT
